title,node nr.,author,stadtbezirk,year,thema,wirkung,rank,status,desc,umsetzung,score_wenigergut,score_gut,ergebnis_haushaltsberatungen,stellungnahme_verwaltung,bezirksbeiratshinweis,gemeinderat_prueft,path,topic
Fußgängerfreundliche Ampelschaltung in Möhringen,5177,Gast,"
        Möhringen      ",2013.0,Verkehr,kostenneutral,1498.0,,"Zwischen der Einfahrt Holdermannstraße und der Riedseeschule in Möhringen führt eine Fußgängerampel über die Vaihinger Straße. Fußgänger können hier Grün anfordern. Der Überweg wird sehr häufig auf dem Weg zur Grundschule und zum Bahnhof genutzt.Die Ampel ist vermutlich über den Zentralrechner mit den umliegenden Kreuzungen vernetzt und reagiert nach Anforderung sehr langsam, oder anders gesagt: die Wartezeit fordert geradezu auf, bei Rot die Straße zu überqueren! Möglicherweise muss sich die Ampel in die Ampelphasen der Kreuzungen einreihen, wofür ich keinen Grund sehe. Es ist egal, an welcher der vielen Ampeln die Autos halten müssen.Deshalb der Vorschlag zur verbesserten Sicherheit:Die Ampel so schalten, dass sie unabhängig den Verkehr innerhalb von Sekunden stoppt.",,-124,130,,,"



Grundsätzlich wird der Vorschlag vom Bezirksbeirat begrüßt. Gleichwohl gilt es im konkreten Fall die Gesamtsituation zu betrachten (Verflüssigung des Verkehrs etc.). Siehe auch Stellungnahme zu Vorschlag Nummer 3322.


",nein,source_files/buergerhaushalt_28.html,Verkehr
Jüngere Lehrkräfte - Mehr Freizeitaktivitäten an Schulen,3045,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Schulen, Bildung",Ausgabe,1499.0,,"Wir brauchen mehr ""jüngere"" Lehrer an unseren Schulen, die mehr Verständnis für die Kids von heute haben. Es sollte mehr Freizeitaktivitäten (AGs) an den Schulen geben, in allen Klassenstufen, wodurch die Schüler ihre Freizeit sinnvoller planen.",,-120,126,,,,nein,source_files/buergerhaushalt_28.html,"Schulen, Bildung"
"Metzgerbach naturnah gestalten, begleitende Rad- und Fußwege anlegen",3036,golden.apple,"
        Botnang      ",2013.0,"Stadtplanung, Städtebau",Ausgabe,1500.0,,Der Metzgerbach ist zwischen dem Kreisverkehr Reger-/Millöckerstraße und dem Ortsausgang Botnang kein naturreiner Bach. Meist gibt es keinen freien Gewässerrandstreifen. Häufig ist der Bach von öffentlichen Wegen nicht einmal sichtbar. Im Bereich der Kleingärten ist er sogar teilweise überbaut oder kanalisiert.Der Metzgerbach sollte in diesem Abschnitt renaturiert werden. Es sollten begleitende Fuß- und Radwege angelegt werden. So kann der Bach wieder attraktiv und von allen Bürgern erfahrbar gemacht werden.Die Kleingärten sollten ein Stück den Hang hinauf verlegt werden. So kann die Brache der ehemaligen Gärtnerei sinnvoll genutzt werden. Durch die sonnigere Lage würden die Gärten attraktiver werden.,,-119,125,,,"



Der Bezirksbeirat befürwortet diesen Vorschlag.


",nein,source_files/buergerhaushalt_28.html,"Stadtplanung, Städtebau"
Spielplatz im Killesberg/Rote Wand (Kochenhof) einrichten,2987,beha,"
        Stuttgart-Nord      ",2013.0,"Grünflächen, Wald, Friedhöfe",Ausgabe,1501.0,,"Wir wünschen uns einen Spielplatz im Killesberg/Rote Wand (Kochenhof). Der Bereich unterhalb der roten Wand ist zwar mit vielen Wegen angelegt, doch läuft da nie jemand: Es ist eine Sackgasse, die nicht zum verweilen einlädt. Andererseits kann der Killesberg einen 2. Spielplatz am anderen Ende und an ein Wohngebiet (Viergiebelweg) angrenzend vertragen. Es wäre auch denkbar, einen Spielplatz nicht nur für Kinder sondern auch für ältere Personen zu errichten (so etwas gibt es tatsächlich bereits!). Dies könnte beiden Generationen dienen. Wäre sicher auch im Hinblick auf das nahegelegene Augustinum und das neue Zentrum Killesberghöhe sinnvoll.",,-117,123,,,"



Der Vorschlag wird durch den Bezirksbeirat Nord, insbesondere in der Form des Generationenspielplatzes, unterstützt.


",nein,source_files/buergerhaushalt_28.html,"Grünflächen, Wald, Friedhöfe"
Mühlhäuser Straße: Verbesserung der Radverkehrsführung ,3291,ADFC Stuttgart,"
        Mühlhausen      ",2013.0,Radverkehr,Ausgabe,1502.0,,"Der Gehweg ist für Radfahrer frei, er hat aber allerlei Hindernisse. Es ist erforderlich, eine Radverkehrsführung so einzurichten, dass auch die Fußgänger wieder mehr Platz haben.",,-116,122,,,,nein,source_files/buergerhaushalt_28.html,Verkehr
Zebrastreifen für Schulwege in Kaltental,5180,Gast,"
        Stuttgart-Süd      ",2013.0,Verkehr,Ausgabe,1503.0,,"Die Schulwege zur Kaltentaler Grundschule sind zwar alle theoretisch Tempo 30-Zonen, jedoch gib es keine besonderen Maßnahmen direkt vor der Schule oder dem Hort (z.B. Zebrastreifen); Begründung: Ist ja Tempo 30. Tatsächlich wird erstens immer wieder schneller gefahren und zweitens gibt es keine definierten Überwege für die Kinder.Vorschlag deshalb an kritischen Stellen und vor allem vor der Schule Zebrastreifen anbringen.",,-113,119,,,,nein,source_files/buergerhaushalt_28.html,Verkehr
"Aufzug für Begegnungsstätte Wangen, Ulmerstraße 347 ",3959,Begegnungstätte...,"
        Wangen      ",2013.0,Soziales,Ausgabe,1504.0,,"Die Begegnungsstätte ist für Menschen mit Behinderung und Mütter mit Kinderwägen schlecht zugänglich. Das oberere Stockwerk hat nur eine enge, gedrehte Treppe.Hier wäre ein Aufzug sehr wichtig, auch für unsere Veranstaltungen.",,-109,115,,,"



Der Wunsch ist nachvollziehbar, findet jedoch vom Bezirksbeirat keine Unterstützung.


",nein,source_files/buergerhaushalt_28.html,Soziales
Überarbeitung des Internet-Auftritts von Region Stuttgart/Stuttgart Marketing,5991,Kompass,"
        Stuttgart (gesamt)      ",2013.0,Zusätzliche Themen,kostenneutral,1505.0,,Der bereits bestehende Datenbestand an Sehenswürdigkeiten von Stuttgart und seinen Bezirken sollten in die Datenbank der Seite von stuttgart-tourist.de übernommen werden.Den Hinweis z.B. auf  die Grabkapelle findet man nach Eingabe des Suchbegriffs Untertürkheim vergeblich auf der Seite von stuttgart-tourist.de.Größere Stadtbezirksfeste sollten ebenfalls aus dem Datenbestand von stuttgart.de in die Datenbank von stuttgart-tourist.de übernommen/integriert werden.,,-100,106,,,,nein,source_files/buergerhaushalt_28.html,Zusätzliche Themen
CSD Stuttgart unterstützen,5244,Stuttgarter11,"
        Stuttgart (gesamt)      ",2013.0,Soziales,Ausgabe,1506.0,,"Der Verein ""IG CSD Stuttgart"" leistet wichtige Arbeit für Schwule, Lesben, Trans- und bisexuelle Menschen. Die politischen Stellungnahmen im Laufe des Jahres sind genauso wichtig wie die zehntägige Programm-und Kulturwoche im Sommer mit der CSD Parade als Höhepunkt. An einem Tag kommen 200.000 Menschen in die Stadt. Das Festival wird von einem ehrenamtlichen Team organisiert. Von städtischer Seite gibt es nur geringe finanzielle Unterstützung. Wichtig wäre es, den CSD finanziell stärker zu unterstützen. Dabei geht es nicht um riesige Summen sondern um ein paar Tausend Euro jährlich. Damit Stuttgart auch weiterhin in ganz Deutschland als weltoffen, tolerant und modern angesehen wird.",,-203,208,,,,nein,source_files/buergerhaushalt_28.html,Soziales
Ostumgehung! - Filderauffahrt bis zur A8 fortführen - Verkehr durch Stuttgart entlasten,5575,hsbiber,"
        Stuttgart (gesamt)      ",2013.0,Verkehr,Ausgabe,1507.0,,"Die zahlreichen Vorschläge im Bürgerhaushalt zur Verkehrssituation u.a. in Sillenbuch, Riedenberg (Nr. 3912, 3975, 5164 uva) sowie in den anderen östlichen Stadtteilen machen deutlich, dass Maßnahmen ergriffen werden müssen, um den Verkehr durch Stuttgart insgesamt zu entlasten und den Durchgangsverkehr vom Neckartal (B10, B14, B29) zur A8/Flughafen/Messe (und umgekehrt) aus den Wohngebietsstraßen der östlichen Stadtteile fern zu halten. Leidtragende der aktuellen Verkehrssituation sind sowohl die Autofahrer, die sich staugeplagt alternative Wege durch die östlichen Stadteile suchen, als auch die Anwohner in den Wohngebietsstraßen, die nicht für den Durchgangsverkehr (aus WN und ES!) ausgelegt sind (bspw. in Riedenberg: Schemppstraße, Feigenweg, Eichenparkstraße, Birkacherstraße). Mangels sinnvoller Alternativen werden die Straßen häufig auch von LKWs befahren – selbst bei bestehendem Durchfahrtsverbot.In der Vergangenheit wurden Lösungsansätze verfolgt und verschiedene Maßnahmen getroffen, die sich jedoch angesichts des zunehmenden Verkehrsstroms von und zur A8/Flughafen/Messe als völlig wirkungslos herausstellen. Dies zeigt, dass nur eine durchgängige Ostumfahrung Abhilfe schaffen und Stuttgart vom Verkehr entlasten kann. Die bestehende dreispurige Filderauffahrt ist durch eine Fortführung zur A8 zu ergänzen.",,-151,156,,,,nein,source_files/buergerhaushalt_28.html,Verkehr
Mehrere stationäre Blitzer in der Rotenwaldstraße aufstellen,50450,fandeswestens,"
        Stuttgart-West      ",2019.0,Geschwindigkeitskontrolle,Einnahme,1652.0,,"1. Einnahmequelle für die Stadt2. Einhaltung des Tempos 50, vor allem abends und an den Wochenenden3. Ausschalten des Störfaktors der modifizierten Autos, welche Ihre Rennen aus der Innenstadt, stadtauswärts fortsetzen.",,-228,300,,,,,source_files/buergerhaushalt_12.html,Verkehr
Aufheben unnützer Tempolimits,50303,Gast,"
        Stuttgart (gesamt)      ",2019.0,"Tempo 20, 30, 40, 50",kostenneutral,1653.0,,"Zum Beispiel auf der Onholdstraße herrscht das Tempolimit 60 km/h mit der Begründung ""Luftreinhaltung"". Da die Strecke bergab durch einen Wald führt, muss man, um die 60 einzuhalten, bremsen und somit wird Feinstaub erzeugt. Beim einfachen Rollen lassen überschreite ich die 60 km/h. Das macht aus meiner Sicht keinen Sinn.",,-357,300,,,"



Der Bezirksbeirat Birkach befürwortet das Tempolimit auf der Ohnholdstraße. Dies soll vor allem auch den Bewohnern des Asemwalds die Querung zur Bushaltestelle erleichtern.


",,source_files/buergerhaushalt_12.html,Verkehr
Müllabfuhr- und Feuerwehrmanagement verbessern,51017,ilhan turan,"
        Vaihingen      ",2019.0,Weitere,Ausgabe,1654.0,,"Müllabfuhrwagen im Kleinen Weg in Rohr kommt nicht durch, um Mülltonnen zu leeren, weil die Straße sowieso eng ist und meistens mit zugeparkten Autos noch enger wird. Eine Situation, die sowohl für die Anwohner als auch für die Abfallgesellschaft unangenehm ist. Genauso würde auch ein Feuerwehrwagen an den Fahrzeugen nicht vorbeikommen.Es ist zu diskutieren, wie erstens die Müllabfuhr dort besser organisiert und zweitens die Anfahrt für die Feuerwehr ermöglicht werden kann. Im Ernstfall kann das Leben kosten.",,-61,299,,,,,source_files/buergerhaushalt_12.html,"Sicherheit, Ordnung"
Hausmeisterstelle für die Begegnungsstätten im Stuttgarter Süden schaffen,51268,Marion Eisele,"
        Stuttgart-Süd      ",2019.0,Soziales,Ausgabe,1655.0,,"Zwei Einrichtungen im Stuttgarter Süden, die sowohl Begegnungsstätte wie auch Gemeinwesenzentren sind, stehen ohne Unterstützung im Technikbereich da. Wir sprechen hier vom Alten Feuerwehrhaus am Erwin-Schöttle-Platz und vom Initiativenzentrum im Generationenzentrum Heslach.Tausende Veranstaltungen im Jahr und keine Unterstützung im Bereich Reparaturen, Instandhaltung, Einweisung bei Veranstaltungen und Schließdienst. Die Nutzer bemängeln seit Jahren, dass dieser Zustand für so intensiv genutzte Immobilien nicht haltbar ist.Was muss also geschehen:Eine Hausmeisterstelle (100%) schaffen, der jeweils zu 50% die beiden, nicht weit voneinander liegenden Einrichtungen, betreut.Derzeit müssen beispielsweise die Sozialarbeiterinnen der AWO in der Begegnungsstätte bei so einfachen Dingen wie ""Defekte Glühbirnen oder Leuchtröhren"" warten, bis das zuständige Amt im Rathaus die Ware liefert. Dann heißt es entweder selbst wechseln (dafür sind sie aber nicht eingestellt) - oder aber - ein Elektriker nimmt kompliziertere und gefährliche Arbeiten, nach wochenlangem Warten, vor.Dies ist nur ein Beispiel dafür, dass die Stadt ihre Begegnungs- und Gemeinwesenzentren nicht wirklich unterhalten will. Wie sonst, kann man sich den baulichen Zustand des Feuerwehrhauses erklären!Deshalb unterstützt dieses Projekt - auch über die Südgrenzen hinaus!",,-64,299,,,,,source_files/buergerhaushalt_12.html,Soziales
Verkehrssicherheit erhöhen,51617,Waldau,"
        Degerloch      ",2019.0,Verkehrsberuhigung,Ausgabe,1656.0,,"Bremshügel in der Felix-Dahn-/Löwenstraße, zwischen Reutlingerstraße und Waldau, einrichten, um die viel zu schnell fahrenden Elterntaxis auszubremsen; zur Sicherheit aller!",,-110,299,,,,,source_files/buergerhaushalt_12.html,Verkehr
Ortskernneugestaltung und Verkehrsberuhigung von Vaihingen,52855,wilderer,"
        Vaihingen      ",2019.0,Straßengestaltung,Ausgabe,1657.0,,"Verkehrsberuhigung durch Fahrspurreduzierung zwischen Schillerplatz und Kreuzung Seerosenstr./Hauptstr. beziehungsweise Bachstr. zum Zwecke einer Neugestaltung einer Einkaufsmeile mit kleinem bis mittleren Einzelhandel. Ortskernsanierung beziehungsweise Neugestaltung des hässlichen, leblosen Kerns in einer architektonisch einheitlichem oder anzupassenden Gebäudebauweise. Keine hässliche Schwabengalerie, Bürobunker und Bülowcenter.",,-121,299,,,,,source_files/buergerhaushalt_12.html,"Stadtplanung, Städtebau"
Bodenwellen vor Zebrastreifen installieren,50338,Gast,"
        Weilimdorf      ",2019.0,Verkehrsberuhigung,Ausgabe,1658.0,,"Vor dem Zebrastreifen am Löwenmarkt sollten Bodenwellen installiert werden.Hier ""rasen"" sehr oft die Autos vorbei, obwohl Personen am Zebrastreifen stehen. Hier überqueren auch viele Kinder und ältere Leute die Straße.",,-218,299,,,,,source_files/buergerhaushalt_12.html,Verkehr
Luft ist riechbar besser seit dem Dieselfahrverbot,53061,Zwergennase,"
        Stuttgart (gesamt)      ",2019.0,Diesel Fahrverbot,kostenneutral,1659.0,,Dieselfahrverbot bitte beibehalten!,,-266,299,,,,,source_files/buergerhaushalt_12.html,Verkehr
ÖPNV Anbindung Rohracker an Stelle/Frauenkopf herstellen,50520,pogona,"
        Stuttgart (gesamt)      ",2019.0,Verbindungen,Ausgabe,1660.0,,"ÖPNV Verbindung mit regelmäßiger Taktung zwischen Rohracker und Frauenkopf/Stelle über Stelle schaffen, somit wären einige Schulen in der Stadt für Kinder aus Hedelfingen und Rohracker in zeitlich akzeptablen Zeiten erreichbar. Es könnten Elterntaxis zur Stelle wegfallen. Wäre ein großer Anreiz das Auto stehen zu lassen, wenn die Anschlussstelle Stelle mit dem ÖPNV erreichbar wäre.",,-62,298,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Nachmittagsbetreuung für Grundschüler in Feuerbach verbessern und ausbauen,51177,Maro Maro,"
        Feuerbach      ",2019.0,Betreuung,Ausgabe,1661.0,,"Die bisherigen Angebote sind spärlich und gleichen eher einer""Kinderaufbewahrungsstätte"" mit 80 bis 90 Kindern und 2 Aufsichtspersonen ohne anständiges Mittagessen für alle Schüler.Mein Vorschlag wäre daher, die Hortangebote mit einem entsprechendem Nachmittagsprogramm auszubauen(Hausaufgabenbetreuung, Spiel und Spaß).",,-78,298,,,,,source_files/buergerhaushalt_12.html,"Schulen, Bildung"
Bahnhofsuhr in Untertürkheim anbringen,52299,riex,"
        Untertürkheim      ",2019.0,Haltestellen,Ausgabe,1662.0,,"Die einstige Bahnhofsuhr vor dem Untertürkheimer Bahnhof in der Augsburger Straße hat die DB verkommen lassen (oder ist der ganze Bahnhof verkauft?) Fällt das in den Bereich der Stadt?Eine Uhr vor dem Bahnhof ist wichtig, damit man den Zug rechtzeitig erreicht.",,-80,298,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Die Asphaltfüllungen in der Tübinger Str. durch die alten Steine ersetzen,50695,arnizoom,"
        Stuttgart-Mitte      ",2019.0,Straßensanierung,Ausgabe,1663.0,,"In der Innenstadt, in der Tempo 20 Zone der Tübinger Straße wurden die beschädigten Steine, aus denen die Straße besteht, einfach mit Asphalt ersetzt, und das sieht sehr unästhetisch aus... Steine durch Steine wieder ersetzen!",,-99,298,,,,,source_files/buergerhaushalt_12.html,Verkehr
Feldschutz: 4 neue Stellen für den Außenbereich schaffen,51841,wolny,"
        Stuttgart (gesamt)      ",2019.0,Kontrollen,Ausgabe,1664.0,,"Feldschutz im Außenbereich einsetzen. Vandalismus in Gärten, Weinberghäuschen, Trockenmauern. Diebstahl in Gärten, Ackerkulturen, Obstgärten und Weinbergen. Wilde Bebauung, Müll in der Landschaft. Alles Bereiche in denen der Feldschutz dringend gebraucht wird.",,-105,298,,,,,source_files/buergerhaushalt_12.html,"Sicherheit, Ordnung"
Geschwindigkeitskontrolle Marienstraße einrichten,50211,mirden1,"
        Stuttgart-Süd      ",2019.0,Geschwindigkeitskontrolle,Einnahme,1665.0,,In der oberen Marienstraße ist eigentlich Tempo 30. Leider hält sich daran kaum jemand. Da es in verkehrsintensiven Zeiten sowieso schon Rückstau gibt sind Ausbuchtungen vielleicht eher ungeeignet. Vielleicht könnten regelmäßige Radarkontrollen helfen. Für die Kinder ist es sonst sehr gefährlich.,,-158,298,,,,,source_files/buergerhaushalt_12.html,Verkehr
Tempo 30 Reutlinger Straße Degerloch einführen,53072,AnwohnerFG,"
        Degerloch      ",2019.0,"Tempo 20, 30, 40, 50",kostenneutral,1666.0,,"Andere deutlich breitere Straßen mit weniger Verkehr werden zur Tempo 30 Zone erklärt, warum nicht auch die Reutlinger Straße in Stuttgart-Degerloch? - Es handelt sich um ein reines Wohngebiet wo auch Kinder und ältere Menschen wohnen.",,-188,298,,,,,source_files/buergerhaushalt_12.html,Verkehr
Beleuchtung Unterführung Unterländerstraße/Eisenbahnbrücke (Zuffenhausen),52906,Friedrich,"
        Zuffenhausen      ",2019.0,Straßenbeleuchtung,Ausgabe,1667.0,,"Die Unterführung der Eisenbahntraße/Unterländerstraße wurde jetzt mit viel Aufwand freundlicher gestaltet. Leider sind die Wände dieser Unterführung und die Straße immer noch dunkel. Nachdem nur eine Beleuchtung von oben angebracht ist/wird bleibt der düstere und abstoßende Eindruck nach wie vor.Mein Vorschlag: Decke und Wände hell gestalten (vielleicht sogar auch den Straßenbelag) und eine Beleuchtung unten installieren, die dann nach oben leuchtet. (Vielleicht stören sich sogar die Tauben an so einer hellen Straßenunterführung). So erscheint diese Unterführung dann wesentlich freundlicher!",,-65,297,,,,,source_files/buergerhaushalt_12.html,Verkehr
Lärmschutzmaßnahmen Stuttgart Nord ergreifen,52212,BSPR,"
        Stuttgart-Nord      ",2019.0,Lärm,Ausgabe,1668.0,,Durch Raser und getunte Auspuffanlagen entsteht insbesondere nachts und an den Wochenenden ein hoher Lärmpegel in den Wohngebieten um die Kreuzungen Birkenwald-/Kochenhof-/Stresemann-/Kräherwaldstraße. Lärmschutzmaßnahmen durch Tempolimit oder Geschwindigkeitskontrollen wie z. B. in der Theodor-Heuss-Straße würden Entlastung und Erholung für die Anwohner bringen.,,-83,297,,,,,source_files/buergerhaushalt_12.html,Verkehr
Bau der Rohrer Kurve verbinden mit dem Bau einer S-Bahn Wendeschleife,52242,niemand,"
        Vaihingen      ",2019.0,Weitere,Ausgabe,1669.0,,"Zusammen mit der Rohrer Kurve könnte eine S-Bahn Wendeschleife gebaut werden. Somit wäre es möglich, gegebenenfalls mehr S-Bahnen bis Vaihingen (und dann auch nach Rohr) fahren zulassen und nicht die S4, S5 und S6 in der Schwabstraße enden zu lassen. Somit würde sich ein 3-Minuten-Takt im Berufsverkehr von Vaihingen (neuer Regionalbahnhalt) in die Innenstadt und zum Hauptbahnhof ermöglichen.",,-114,297,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Fußgänger- und Radfahrzone in Unterländerstraße einrichten,52814,Mojojamo,"
        Zuffenhausen      ",2019.0,Fußgänger,kostenneutral,1670.0,,"Durch Einrichtung einer Fußgänger- und Radfahrerzone in der Unterländerstraße würde Zuffenhausen einen richtigen Kern erhalten und alle Geschäfte in der Unterländerstraße würden massiv profitieren. Wird die Straße klug umgestaltet, haben die Menschen in Zuffenhausen einen attraktiven öffentlichen Platz, der den Stadtteil beleben würde und eine Funktion erfüllen würde, die bisher im Stadtteil fehlt.Heute ist die Straße aufgrund der Enge vor allem für alle Verkehrsteilnehmer gefährlich und durch den Charakter als Durchgangsstraße haben die Geschäfte dort Probleme zu überleben. Denn Autos können nur wenige halten und für Menschen zu Fuß und mit dem Fahrrad ist die Straße wahnsinnig unattraktiv.Wenn ich mir die Straße ohne Autos, dafür mit Straßencafes und Läden vorstelle, habe ich eine Straße vor mir, die für alle Menschen deutlich attraktiver ist und Zuffenhausen einem Ort näher bringt, der für Menschen gemacht ist.",,-120,297,,,,,source_files/buergerhaushalt_12.html,Verkehr
Information über alternative Mobilität in den Kindertagesstätten/Kindergärten und Schulen in Stuttgart einführen,51975,Aktiver Mitbuerger,"
        Stuttgart (gesamt)      ",2019.0,Weitere,Ausgabe,1671.0,,"Gebündelte Informationen und Lehrstoffinhalte über alternative Mobilität (ÖPNV, E-Autos, E-Roller, E-Fahrräder, Brennstoffzellenautos etc.) müssen in Stuttgart - und in ganz Baden-Württemberg - bereits den Kindern in den Kindertagesstätten/Kindergärten und den SchülerInnen in den Schulen frühzeitig vermittelt werden.",,-129,297,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
"Gehwegreinigung fördern, Kehrwoche",53058,Zwergennase,"
        Stuttgart (gesamt)      ",2019.0,Reinigung,kostenneutral,1672.0,,"Bitte weisen Sie die Bürger offiziell und permanent darauf hin, dass nicht die Stadt für die Sauberkeit der Gehwege und Müllstellplätze zuständig ist, sondern jeder Besitzer oder Bewohner der anliegenden Immobilie. Kehrwoche abgeschafft heißt nicht, dass sich keiner mehr um diese Sauberkeit und Pflege kümmern muss!!Ich höre immer wieder: ""Die Kehrwoche ist ja abgeschafft!"" - Klären Sie Ihre Bürger besser auf! Danke.",,-208,297,,,,,source_files/buergerhaushalt_12.html,"Abfall, Sauberkeit"
"Den Kindern wieder ""Bitte"", ""Danke"" und ""Entschuldigung"" beibringen!",52711,Gesunder Mensch...,"
        Stuttgart (gesamt)      ",2019.0,Jugendarbeit,kostenneutral,1673.0,,"Die Stadt könnte zum Beispiel eine Kampagne initiieren, eine Broschüre „Stuttgart wird höflich“ erstellen und diese an alle SchülerInnen verteilen. Und schon verbessert sich langfristig das Stadtklima. Kostet wenig und wirkt enorm.",,-344,297,,,,,source_files/buergerhaushalt_12.html,"Kinder, Jugend, Familie"
Zebrastreifen erstellen Vollmoellerstraße: Busbahnhof / Stadtpark Vaihingen ,53319,Quax,"
        Vaihingen      ",2019.0,Fußgängerüberweg,Ausgabe,1674.0,,"Ich schlage einen Zebrastreifen vom Süd-Tor des Stadtparks über die Vollmoellerstraße, in Verlängerung über den Fahrstreifen des Busbahnhofs und über den Fahrstreifen vor dem Hotel (""Taxistraße"") vor:Der Weg von der ""Hauptachse"" des Stadtpark Stuttgart-Vaihingen über die Vollmoellerstraße und den Busbahnhof zu Hotel und Bahnhof wird von vielen Menschen genutzt, die ""einfach die Straße überqueren"". Das Fehlen eines Fußgängerüberwegs stellt - gerade für Kinder - eine Gefahr dar.Am Park-Eingang liegt ein Spielplatz, die Ampeln an Heerstaße und Robert-Koch-Str. sind relativ weit entfernt, sodass größere Kinder oft die Straße ohne Überweg queren.Da die Vollmoellerstraße ein überschaubares Verkehrsaufkommen hat, würde vermutlich ein Zebrastreifen genügen, so dass auf eine weitere Ampel verzichtet werden kann.Der Zebrastreifen sollte über die Vollmoellerstraße, in Verlängerung über den Fahrstreifen des Busbahnhofs und über den Fahrstreifen vor dem Hotel (""Taxistraße"") gezogen werden.Aktuell parken vor dem Hotel oft Autos, so dass mit Kinderwagen die ""Taxistraße"" nicht gequert werden kann - dies würde durch einen verlängerten bzw. mehrere Zebrastreifen behoben.",,-89,296,,,,,source_files/buergerhaushalt_12.html,Verkehr
Zwei Zugänge für unterirdische U-Bahn-Haltestellen,53709,olaf.schweizer,"
        Stuttgart (gesamt)      ",2019.0,Haltestellen,Ausgabe,1675.0,,"Jeder unterirdische U-Bahn Bahnsteig soll über mindestens zwei Zugänge verfügen; einen in Fahrtrichtung und einen entgegen der Fahrtrichtung. Das wäre fahrgastfreundlicher und aus Sicherheitsgründen gibt es zwei Fluchtwege. Für den Fall, dass der eine Zugang blockiert ist, könnte der andere benutzt werden. Im Notfall einfacher über reguläre Zugänge zu evakuieren, als über Wege, die Fahrgäste nicht kennen. Negativbeispiele sind die Haltestellen Schlossplatz, Stadtbiliothek, Neckartor, Marienplatz oder Maybachstraße, etc.Bei Haltestellen wie Hauptbahnhof, Charlottenplatz (nur Linie U5, U6, U7, U12), Degerloch oder Rathaus gibt es zwei Zugänge.",,-95,296,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Weniger Law-and-Order-Politik gegen Normalbürger und stattdessen stärker die Kriminalität bekämpfen.,53024,Gast,"
        Stuttgart (gesamt)      ",2019.0,Weitere,kostenneutral,1676.0,,"Stuttgart wird zunehmend noch spießiger als es schon ist, auch weil viele nach immer noch mehr Verboten und deren Überwachung schreien. Damit geht unsere Freiheit flöten. In gleichem Maße entwickelt sich jedoch ein Verhältnis: ""Stadtverwaltung gegen Bürger"", dabei sollte die Verwaltung in einer Demokatie ""für"" den Bürger da sein. Sie ist es aber nur noch für die Konzerne.Bringt man als ""Normalbürger"" jedoch eine Straftat zur Anzeige, zeigt schon die Polizei wenig Hoffnung auf Aufklärung und wenn die Anzeige dort nicht schon versickert ist und es bis zur Justiz/Staatsanwaltschaft geschafft hat, wir das Verfahren mit allerhöchster Wahrscheinlichkeit eingestellt.Will die Stadt jedoch vom Bürger wegen einer Ordnungswidrigkeit ein Bußgeld, dann zeigt sich die ""unabhängige"" Justiz der Stadt gegenüber stets sehr wohlwollend. Man kennt sich ja auch zigtausend Verfahren ...Da werden oft bei Gericht 10 Minuten pro Verfahren angesetzt, wovon das Gericht 7 Minuten seine Formulare ausfüllt und einem kaum rechtliches Gehör gewährt.Sicherheit hin oder her - wenn der Glaube an unseren Rechtsstaat verloren geht, dann ist Schicht im Schacht mit unserer freiheitlichen Demokratie.",,-140,296,,,,,source_files/buergerhaushalt_12.html,"Sicherheit, Ordnung"
Busfahrspur und Fahrradweg in der Schmiedenerstraße einführen,53435,Argus-64,"
        Bad Cannstatt      ",2019.0,Weitere,Ausgabe,1677.0,,"Der Berufsverkehr in der Schmiedener Straße führt - verstärkt durch die Stadtbahnlinien mit Haltestelle Obere Ziegelei und die Schaltung der Bevorrechtigung durch Buslinien - regelmäßig zu langen Staus. Durch diese Staus sind die Busse regelmäßig verspätet.Durch die Einführung einer Busspur für stadtauswärts und stadteinwärts fahrende Busse (ggf. auf einer Strecke mit Gegenverkehr von der Kreuzung Kleiner Ostring zur Oberen Ziegelei) könnte die Pünktlichkeit der Busse und damit die Akzeptanz für die Nutzung deutlich gesteigert werden.Fahrradfahrer meiden häufig die Straße und fahren verkehrswidrig auf dem Gehweg - vor allem auch auf dem stadtauswärts links liegende Gehweg in Richtung Schmieden. Die Fahrradfahrer wollen die Autos meiden, die sie für sich als Gefährund sehen. Dadurch werden aber Fußgänger und Fahrradfahrende Kinder auf den Gehwegen gefährdet.Ein Radweg für beide Richtungen, der bereits an der Kreuzung Gnesenerstraße beginnt oder zumindest nach der Engstelle (circa Ecke Thornerstraße) und bis nach Schmieden führt, könnte die Nutzung als attraktive und sichere Alternative des Fahrrads statt des Autos stärken.Zur Schaffung der Fläche für Radweg und Busspur könnten Parkplätze an der Straße entfallen. Durch eine Einbahnregelung für PKW (ab kleiner Ostring bis Obere Ziegelei) wären die Flächen vorhanden.Kosten entstehen einmalig für die Kennzeichnung u.a.",,-141,296,,,,,source_files/buergerhaushalt_12.html,Verkehr
